Date,Close,High,Low,Open,Volume
01-01-15,100.6500015,99.67500305,99.67500305,99.67500305,0
02-01-15,99.67500305,99.94100189,99.50099945,99.94100189,0
05-01-15,100.6999969,100.2399979,99.53600311,100.2399979,0
06-01-15,100.5999985,99.46600342,99.2519989,99.2519989,0
07-01-15,100.8000031,99.64700317,99.29299927,99.64700317,0
08-01-15,100.8000031,99.42500305,99.23899841,99.23899841,0
09-01-15,100.5999985,99.33599854,99.1760025,99.1760025,0
12-01-15,100.5999985,99.34500122,98.91300201,98.91300201,0
13-01-15,99.34500122,99.16699982,98.91300201,98.91300201,0
14-01-15,99.16699982,99.3789978,99.26499939,99.3789978,0
15-01-15,100.5500031,99.36299896,99.10600281,99.10600281,0
16-01-15,100.5,99.96299744,99.27200317,99.96299744,0
19-01-15,100.5500031,99.52300262,99.29499817,99.52300262,0
20-01-15,99.29499817,99.40200043,99.28299713,99.40200043,0
21-01-15,100.5999985,99.56800079,99.35700226,99.56800079,0
22-01-15,100.6500015,100.5999985,99.125,99.125,0
23-01-15,100.5999985,101.6699982,99.65200043,101.6699982,0
26-01-15,98.86100006,99.51399994,98.73600006,99.10299683,0
27-01-15,100.8000031,100.8000031,99.44300079,99.44300079,0
28-01-15,100.75,99.45200348,98.91600037,98.91600037,0
29-01-15,100.8000031,100.9000015,99.6969986,100.0899963,0
30-01-15,100.9000015,100.9499969,99.59999847,99.59999847,0
02-02-15,100.9499969,99.96600342,99.83599854,99.83599854,0
03-02-15,101.3499985,101.1500015,99.59500122,99.79299927,0
04-02-15,100.8000031,100.0999985,98.66999817,98.66999817,0
05-02-15,101,101,99.64600372,100.9100037,0
06-02-15,100.8499985,101.0500031,99.30599976,99.30599976,0
09-02-15,101,101.0500031,99.68800354,100.8700027,0
10-02-15,100.9000015,101,99.56300354,99.56300354,0
11-02-15,100.9499969,99.90599823,99.55400085,99.55400085,0
12-02-15,99.90599823,101.1999969,99.75299835,99.90599823,0
13-02-15,101.0999985,100.0500031,100.0500031,100.0500031,0
16-02-15,101.1999969,100.0999985,100.0199966,100.0999985,0
17-02-15,100.0199966,101.3499985,100.2099991,100.7699966,0
18-02-15,101.5,101.4000015,100.0999985,101.4000015,0
19-02-15,101.3000031,100.3199997,99.86399841,99.86399841,0
20-02-15,101.5,101.5999985,100.1699982,100.5699997,0
23-02-15,101.5500031,100.3000031,99.77600098,99.77600098,0
24-02-15,101.5,100.3799973,100.0800018,100.0800018,0
